Value,Count,bps_aoi,evt_aoi,Freq,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,FRG_NEW,ACRES,REL_PERCEN,Freq_1,ACRES_1,REL_PERCEN_1,Freq_12,EVT_NAME,EVT_PHYS,EVT_GP_N,ACRES_12,REL_PERCEN_12
71,155117.000000000000000,1588,9089,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
72,43918.000000000000000,1596,9088,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,870223.000000000000000,193533.000000000000000,0.300000000000000,870223.000000000000000,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Jack Pine Forest,193533.000000000000000,0.300000000000000
73,244467.000000000000000,1593,7481,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
74,7326137.000000000000000,1588,7302,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
75,4041.000000000000000,1607,7444,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
76,162504.000000000000000,1607,9056,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
77,811166.000000000000000,1593,9089,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
78,908.000000000000000,1593,7926,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,288158.000000000000000,64085.000000000000000,0.100000000000000,288158.000000000000000,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,64085.000000000000000,0.100000000000000
79,3814.000000000000000,1608,7929,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,683344.000000000000000,151972.000000000000000,0.200000000000000,683344.000000000000000,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous,151972.000000000000000,0.200000000000000
80,28083.000000000000000,1608,7362,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,4623228.000000000000000,1028181.000000000000000,1.600000000000000,4623228.000000000000000,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,1028181.000000000000000,1.600000000000000
81,447446.000000000000000,1607,7481,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
82,2016344.000000000000000,1596,7301,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
83,251870.000000000000000,1593,9088,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,870223.000000000000000,193533.000000000000000,0.300000000000000,870223.000000000000000,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Jack Pine Forest,193533.000000000000000,0.300000000000000
84,94484.000000000000000,1588,9112,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
85,1318847.000000000000000,1588,7481,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
86,3235.000000000000000,1588,9088,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,870223.000000000000000,193533.000000000000000,0.300000000000000,870223.000000000000000,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Jack Pine Forest,193533.000000000000000,0.300000000000000
87,2818.000000000000000,1608,7407,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,671161.000000000000000,149263.000000000000000,0.200000000000000,671161.000000000000000,Laurentian Pine Barrens,Conifer,Jack Pine Forest,149263.000000000000000,0.200000000000000
88,307874.000000000000000,1596,9112,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
89,210263.000000000000000,1608,9112,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
90,273762.000000000000000,1588,9117,15141501.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,3367389.000000000000000,5.400000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
91,8822.000000000000000,1596,7444,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,83575.000000000000000,18587.000000000000000,0.000000000000000,83575.000000000000000,Eastern Boreal Floodplain Woodland,Riparian,Eastern Floodplain Forests,18587.000000000000000,0.000000000000000
92,33090.000000000000000,1608,9617,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,140173.000000000000000,31174.000000000000000,0.000000000000000,140173.000000000000000,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,31174.000000000000000,0.000000000000000
93,11152.000000000000000,1610,9617,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,140173.000000000000000,31174.000000000000000,0.000000000000000,140173.000000000000000,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,31174.000000000000000,0.000000000000000
94,37662.000000000000000,1610,9057,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,1108599.000000000000000,246546.000000000000000,0.400000000000000,1108599.000000000000000,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,246546.000000000000000,0.400000000000000
95,44605.000000000000000,1596,9317,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
96,173989.000000000000000,1608,9114,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,336062.000000000000000,74738.000000000000000,0.100000000000000,336062.000000000000000,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies,74738.000000000000000,0.100000000000000
97,10139.000000000000000,1613,9617,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,140173.000000000000000,31174.000000000000000,0.000000000000000,140173.000000000000000,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,31174.000000000000000,0.000000000000000
98,219.000000000000000,1613,7906,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,659226.000000000000000,146608.000000000000000,0.200000000000000,659226.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,146608.000000000000000,0.200000000000000
99,9772.000000000000000,1613,9089,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
100,30712.000000000000000,1613,7974,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,14263552.000000000000000,3172138.000000000000000,5.100000000000000,14263552.000000000000000,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop,3172138.000000000000000,5.100000000000000
101,8448.000000000000000,1613,9112,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
102,3259.000000000000000,1613,7272,3533834.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,785906.000000000000000,1.300000000000000,14150.000000000000000,3147.000000000000000,0.000000000000000,14150.000000000000000,Eastern Boreal Floodplain Shrubland,Riparian,Eastern Floodplain Forests,3147.000000000000000,0.000000000000000
103,1668.000000000000000,1610,7908,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,684418.000000000000000,152211.000000000000000,0.200000000000000,684418.000000000000000,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous,152211.000000000000000,0.200000000000000
104,1033.000000000000000,1610,7407,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,671161.000000000000000,149263.000000000000000,0.200000000000000,671161.000000000000000,Laurentian Pine Barrens,Conifer,Jack Pine Forest,149263.000000000000000,0.200000000000000
105,49229.000000000000000,1610,7299,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,8686208.000000000000000,1931766.000000000000000,3.100000000000000,8686208.000000000000000,Developed-Roads,Developed-Roads,Developed-Roads,1931766.000000000000000,3.100000000000000
106,3075.000000000000000,1608,7907,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,194295.000000000000000,43210.000000000000000,0.100000000000000,194295.000000000000000,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest,43210.000000000000000,0.100000000000000
107,871269.000000000000000,1605,9056,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,19941980.000000000000000,4434990.000000000000000,7.100000000000000,19941980.000000000000000,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests,4434990.000000000000000,7.100000000000000
108,206864.000000000000000,1605,9620,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,2468089.000000000000000,548890.000000000000000,0.900000000000000,2468089.000000000000000,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,548890.000000000000000,0.900000000000000
109,250365.000000000000000,1597,7301,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
110,6635.000000000000000,1608,7905,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
111,112240.000000000000000,1605,9117,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
112,301497.000000000000000,1605,9120,3170286.000000000000000,14440_41_50_51,Eastern Boreal Floodplain,Hardwood,-9999,581,312,203,V-A,705055.000000000000000,1.100000000000000,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
113,33443.000000000000000,1597,9120,2478365.000000000000000,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,V-B,551175.000000000000000,0.900000000000000,5027056.000000000000000,1117990.000000000000000,1.800000000000000,5027056.000000000000000,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,1117990.000000000000000,1.800000000000000
